# d=-12.2 u_star=-98.0121900131 m=-1.06901579073 C=1.14279476084
# s  F2_minus_ustar
-0.1815 -0.206935434153
-0.17985 -0.205072352924
-0.1782 -0.203209420569
-0.17655 -0.201273550399
-0.1749 -0.199413091524
-0.17325 -0.197552393286
-0.1716 -0.195684774229
-0.16995 -0.193727742584
-0.1683 -0.191837498185
-0.16665 -0.189948528264
-0.165 -0.188060682986
-0.16335 -0.186173832582
-0.1617 -0.184287863726
-0.16005 -0.182402678259
-0.1584 -0.180518190018
-0.15675 -0.17863432317
-0.1551 -0.176751010831
-0.15345 -0.174868194026
-0.1518 -0.172985820443
-0.15015 -0.171103843329
-0.1485 -0.169222221403
-0.14685 -0.167340917591
-0.1452 -0.165459898617
-0.14355 -0.163579134566
-0.1419 -0.161698598687
-0.14025 -0.159818266932
-0.1386 -0.157938118436
-0.13695 -0.15605813474
-0.1353 -0.154178295773
-0.13365 -0.152298585165
-0.132 -0.150418988117
-0.13035 -0.148539491215
-0.1287 -0.146660082099
-0.12705 -0.144772205567
-0.1254 -0.142893110322
-0.12375 -0.141014070575
-0.1221 -0.139135077464
-0.12045 -0.137220448385
-0.1188 -0.135341841723
-0.11715 -0.1335046702
-0.1155 -0.131628511216
-0.11385 -0.129752296445
-0.1122 -0.127876023752
-0.11055 -0.125999690486
-0.1089 -0.124123294323
-0.10725 -0.122246833332
-0.1056 -0.120370305585
-0.10395 -0.118493709553
-0.1023 -0.116617043501
-0.10065 -0.11474030571
-0.099 -0.112863495447
-0.09735 -0.11098661122
-0.0957 -0.109109652124
-0.09405 -0.10723261692
-0.0924 -0.105355505054
-0.09075 -0.103478315112
-0.0891 -0.101601046544
-0.08745 -0.0997236990198
-0.0858 -0.0978462718667
-0.08415 -0.0959687640994
-0.0825 -0.0940911751324
-0.08085 -0.0922135047312
-0.0792 -0.0903357524005
-0.07755 -0.088457917437
-0.0759 -0.0865799999424
-0.07425 -0.0846443428849
-0.0726 -0.0827667410846
-0.07095 -0.0808890531644
-0.0693 -0.0790112791525
-0.06765 -0.0772141424087
-0.066 -0.0753368753009
-0.06435 -0.0734595103163
-0.0627 -0.071582047005
-0.06105 -0.0697044860928
-0.0594 -0.0678268274703
-0.05775 -0.0659378194717
-0.0561 -0.0640605063703
-0.05445 -0.0621830987559
